change_id,flag,decision,campaign,entity_type,entity,match_type,attribute,placement,new_value,prior_value,mechanism_metric,mechanism_level,mechanism_target,mechanism_from,check_date,outcome_keyword,outcome_rank,outcome_bound,outcome_date,fallback,rationale
L0534,ok,placement modifier reset,D-LC-SP-black out curtains 96 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0535,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS)-(grey blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,127,placement_pct,campaign,,,2026-09-15,,,,,,
L0536,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-LIGHT-GREY-2-PCS)-(grey blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,67,placement_pct,campaign,,,2026-09-15,,,,,,
L0537,ok,placement modifier reset,D-LC-SP-black out curtains 63 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0538,ok,placement modifier reset,D-LC-SP-black out curtains 63 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0539,ok,placement modifier reset,D-LC-SP-blackout curtain 63 inch length-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0540,ok,placement modifier reset,D-LC-SP-blackout curtain 63 inch length-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0541,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(thermal blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,88,placement_pct,campaign,,,2026-09-15,,,,,,
L0542,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(thermal blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,38,placement_pct,campaign,,,2026-09-15,,,,,,
L0543,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,163,placement_pct,campaign,,,2026-09-15,,,,,,
L0544,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,93,placement_pct,campaign,,,2026-09-15,,,,,,
L0545,ok,placement modifier reset,D-LC-SP-black out curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0546,ok,placement modifier reset,D-LC-SP-black out curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0547,ok,placement modifier reset,D-LC-SP-black out curtains 108 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0548,ok,placement modifier reset,D-LC-SP-black out curtains 108 inches long-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x108-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0549,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 90 inches long),placement,Placement Top,,placement_pct,Placement Top,0,131,placement_pct,campaign,,,2026-09-15,,,,,,
L0550,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains 90 inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,69,placement_pct,campaign,,,2026-09-15,,,,,,
L0551,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x96-LIGHT-BEIGE-2-PCS-B0F639YZ3D - beige linen blackout curtains,placement,Placement Top,,placement_pct,Placement Top,0,9,placement_pct,campaign,,,2026-09-15,,,,,,
L0552,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(120 inch blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,142,placement_pct,campaign,,,2026-09-15,,,,,,
L0553,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(120 inch blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,77,placement_pct,campaign,,,2026-09-15,,,,,,
L0554,ok,placement modifier reset,D-LC-SP-blackout curtain 120 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0555,ok,placement modifier reset,D-LC-SP-blackout curtain 120 inches long-(Blackout)-LSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0556,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,146,placement_pct,campaign,,,2026-09-15,,,,,,
L0557,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 inch blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,80,placement_pct,campaign,,,2026-09-15,,,,,,
L0558,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(blackout curtains 120 inches long),placement,Placement Top,,placement_pct,Placement Top,0,105,placement_pct,campaign,,,2026-09-15,,,,,,
L0559,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(blackout curtains 120 inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,51,placement_pct,campaign,,,2026-09-15,,,,,,
L0560,ok,placement modifier reset,D-LC-SP-light grey blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0561,ok,placement modifier reset,D-LC-SP-light grey blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0562,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,183,placement_pct,campaign,,,2026-09-15,,,,,,
L0563,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(curtains blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,108,placement_pct,campaign,,,2026-09-15,,,,,,
L0564,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(120 inch curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,103,placement_pct,campaign,,,2026-09-15,,,,,,
L0565,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(120 inch curtains blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,49,placement_pct,campaign,,,2026-09-15,,,,,,
L0566,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,178,placement_pct,campaign,,,2026-09-15,,,,,,
L0567,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(72 inch blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,104,placement_pct,campaign,,,2026-09-15,,,,,,
L0568,ok,placement modifier reset,D-LC-SP-light gray blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0569,ok,placement modifier reset,D-LC-SP-light gray blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0570,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - curtains for living room linen,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0571,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(linen blackout curtain),placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0572,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(120 blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,100,placement_pct,campaign,,,2026-09-15,,,,,,
L0573,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x120-NATURAL-2-PCS)-(120 blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,47,placement_pct,campaign,,,2026-09-15,,,,,,
L0574,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,85,placement_pct,campaign,,,2026-09-15,,,,,,
L0575,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(beige curtains blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,36,placement_pct,campaign,,,2026-09-15,,,,,,
L0576,ok,placement modifier reset,D-LC-SP-blackout curtains for bedrooms-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0577,ok,placement modifier reset,D-LC-SP-blackout curtains for bedrooms-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0578,ok,placement modifier reset,D-LC-SP-black out curtains 84 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0579,ok,placement modifier reset,D-LC-SP-black out curtains 84 inch long-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0580,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Linen|Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(linen blackout curtains 108 inches long),placement,Placement Top,,placement_pct,Placement Top,0,134,placement_pct,campaign,,,2026-09-15,,,,,,
L0581,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,134,placement_pct,campaign,,,2026-09-15,,,,,,
L0582,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,72,placement_pct,campaign,,,2026-09-15,,,,,,
L0583,ok,placement modifier reset,D-LC-SP-grey linen curtains-(Linen)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,260,placement_pct,campaign,,,2026-09-15,,,,,,
L0584,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(52 x 90 blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,131,placement_pct,campaign,,,2026-09-15,,,,,,
L0585,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(52 x 90 blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,69,placement_pct,campaign,,,2026-09-15,,,,,,
L0586,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,117,placement_pct,campaign,,,2026-09-15,,,,,,
L0587,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(90 blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,59,placement_pct,campaign,,,2026-09-15,,,,,,
L0588,ok,placement modifier reset,D-LC-SP-greige blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0589,ok,placement modifier reset,D-LC-SP-greige blackout curtains-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x84-LIGHT-BEIGE-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0590,ok,placement modifier reset,D-LC-SP-black out curtains 120 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0591,ok,placement modifier reset,D-LC-SP-black out curtains 120 inches long-(Blackout)-MSV-Exact-Conv-DO-LINEN-CURTAIN-52x120-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0592,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for living room),placement,Placement Top,,placement_pct,Placement Top,0,76,placement_pct,campaign,,,2026-09-15,,,,,,
L0593,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(52x90-BEIGE-2-PCS)-(thermal insulated blackout curtains for living room),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,29,placement_pct,campaign,,,2026-09-15,,,,,,
L0594,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(window curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,88,placement_pct,campaign,,,2026-09-15,,,,,,
L0595,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(window curtains blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,38,placement_pct,campaign,,,2026-09-15,,,,,,
L0596,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),placement,Placement Top,,placement_pct,Placement Top,0,79,placement_pct,campaign,,,2026-09-15,,,,,,
L0597,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains beige),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,31,placement_pct,campaign,,,2026-09-15,,,,,,
L0598,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inches long),placement,Placement Top,,placement_pct,Placement Top,0,138,placement_pct,campaign,,,2026-09-15,,,,,,
L0599,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x72-LIGHT-BEIGE-2-PCS)-(blackout curtains 72 inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,75,placement_pct,campaign,,,2026-09-15,,,,,,
L0600,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch curtains 2 panel set blackout),placement,Placement Top,,placement_pct,Placement Top,0,61,placement_pct,campaign,,,2026-09-15,,,,,,
L0601,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-IVORY-2-PCS)-(96 inch curtains 2 panel set blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,18,placement_pct,campaign,,,2026-09-15,,,,,,
L0602,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for living room),placement,Placement Top,,placement_pct,Placement Top,0,95,placement_pct,campaign,,,2026-09-15,,,,,,
L0603,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Living Room)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(blackout curtains for living room),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,43,placement_pct,campaign,,,2026-09-15,,,,,,
L0604,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-NATURAL-2-PCS)-(blackout curtains 92+ inches long),placement,Placement Top,,placement_pct,Placement Top,0,81,placement_pct,campaign,,,2026-09-15,,,,,,
L0605,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x96-NATURAL-2-PCS)-(blackout curtains 92+ inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,33,placement_pct,campaign,,,2026-09-15,,,,,,
L0606,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-LIGHT-GREY-2-PCS-B0F63BJSHF-grey linen blackout curtains,placement,Placement Top,,placement_pct,Placement Top,0,67,placement_pct,campaign,,,2026-09-15,,,,,,
L0607,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom),placement,Placement Top,,placement_pct,Placement Top,0,105,placement_pct,campaign,,,2026-09-15,,,,,,
L0608,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains for bedroom),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,51,placement_pct,campaign,,,2026-09-15,,,,,,
L0609,ok,placement modifier reset,D-Linen Curtains-SP-Exact-Ranking-Fixed-LINEN-CURTAIN-52x84-NATURAL-2-PCS-B0F639CWS1 - ivory linen curtains,placement,Placement Top,,placement_pct,Placement Top,0,11,placement_pct,campaign,,,2026-09-15,,,,,,
L0610,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(thermal insulated blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,131,placement_pct,campaign,,,2026-09-15,,,,,,
L0611,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(thermal insulated blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,69,placement_pct,campaign,,,2026-09-15,,,,,,
L0612,ok,placement modifier reset,D-LC-SP-room darkening curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0613,ok,placement modifier reset,D-LC-SP-room darkening curtains-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0614,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch curtains blackout),placement,Placement Top,,placement_pct,Placement Top,0,124,placement_pct,campaign,,,2026-09-15,,,,,,
L0615,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x108-IVORY-2-PCS)-(108 inch curtains blackout),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,64,placement_pct,campaign,,,2026-09-15,,,,,,
L0616,ok,placement modifier reset,D-LC-SP-short curtains for windows-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0617,ok,placement modifier reset,D-LC-SP-short curtains for windows-(Blackout)-VHSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0618,ok,placement modifier reset,D-LC-SP-blackout drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0619,ok,placement modifier reset,D-LC-SP-blackout drapes-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x96-NATURAL-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0620,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(complete blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,183,placement_pct,campaign,,,2026-09-15,,,,,,
L0621,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(complete blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,108,placement_pct,campaign,,,2026-09-15,,,,,,
L0622,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inches long),placement,Placement Top,,placement_pct,Placement Top,0,127,placement_pct,campaign,,,2026-09-15,,,,,,
L0623,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x84-NATURAL-2-PCS)-(blackout curtains 84 inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,67,placement_pct,campaign,,,2026-09-15,,,,,,
L0624,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom blackout curtains),placement,Placement Top,,placement_pct,Placement Top,0,76,placement_pct,campaign,,,2026-09-15,,,,,,
L0625,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout|Bedroom)-(LINEN-CURTAIN-52x90-BEIGE-2-PCS)-(bedroom blackout curtains),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,29,placement_pct,campaign,,,2026-09-15,,,,,,
L0626,ok,placement modifier reset,D-LC-SP-short curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Top,,placement_pct,Placement Top,0,200,placement_pct,campaign,,,2026-09-15,,,,,,
L0627,ok,placement modifier reset,D-LC-SP-short curtains for bedroom-(Blackout)-HSV-Exact-Conv-DO-LINEN-CURTAIN-52x63-LINEN-2-PCS,placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,120,placement_pct,campaign,,,2026-09-15,,,,,,
L0628,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 60+ inches long),placement,Placement Top,,placement_pct,Placement Top,0,178,placement_pct,campaign,,,2026-09-15,,,,,,
L0629,ok,placement modifier reset,D-LC-SP-EXACT-RAN-DO-(Curtains|Blackout)-(LINEN-CURTAIN-52x63-LINEN-2-PCS)-(blackout curtains 60+ inches long),placement,Placement Rest Of Search,,placement_pct,Placement Rest Of Search,0,104,placement_pct,campaign,,,2026-09-15,,,,,,
